2020-04-01,Nevada,Lyon County,Hotel,4be061fa4c55b6517b6aeab7,Comfort Suites,1
2020-04-01,Nevada,Clark County,Drug Store,551c1119498e6d869618594d,Walmart Pharmacy,2
2020-04-01,Nevada,Clark County,Drug Store,551c1118498e6d8696184a16,Walmart Pharmacy,3
2020-04-01,Nevada,Clark County,Drug Store,4c600f3e23e303bb48d57407,Walgreens,4
2020-04-01,Nevada,Clark County,Drug Store,4b9a6ddbf964a52076b435e3,Walgreens,5
2020-04-01,Nevada,Clark County,Drug Store,4c9fe0ae46978cfac912af7f,CVS pharmacy,6
2020-04-01,Nevada,Clark County,Drug Store,509a94f4e4b00dfcbb701168,CVS Pharmacy at Target,7
2020-04-01,Nevada,Clark County,Drug Store,4c60166423e303bb10dd7407,Walgreens,8
2020-04-01,Nevada,Clark County,Drug Store,4b6e0d22f964a52096a62ce3,CVS pharmacy,9
2020-04-01,Nevada,Clark County,Drug Store,5398d784498ec2230a3c601b,Costco Pharmacy,10
2020-04-01,Nevada,Clark County,Drug Store,4cb76cc4c7228cfadcbcffcd,CVS pharmacy,11
2020-04-01,Nevada,Clark County,Drug Store,4bfe8da24cf820a15608eef4,Walgreens,12
2020-04-01,Nevada,Clark County,Drug Store,4c4b9847c668e21e0cb341fa,Walgreens,13
2020-04-01,Nevada,Clark County,Drug Store,4bbe3d2a0ec69c74b70f5659,Walgreens,14
2020-04-01,Nevada,Clark County,Drug Store,4ade534cf964a520017521e3,Walgreens,15
2020-04-01,Nevada,Clark County,Drug Store,4b673eeaf964a52096432be3,Walgreens,16
2020-04-01,Nevada,Clark County,Drug Store,4bca5646cc8cd13a0092bdcf,CVS pharmacy,17
2020-04-01,Nevada,Clark County,Drug Store,4d8b9d7d0c4e41bd47b6667f,CVS pharmacy,18
2020-04-01,Nevada,Clark County,Drug Store,4bd8de6ee914a593b3ee54fa,CVS pharmacy,19
2020-04-01,Nevada,Clark County,Drug Store,4b60d01ff964a5201afb29e3,Walgreens,20
2020-04-01,Nevada,Clark County,Drug Store,4b7737a3f964a520d2882ee3,Walgreens,21
2020-04-01,Nevada,Carson City,Gas Stations,4c0d7b5f98102d7fa342e206,Maverik Adventures First Stop,1
2020-04-01,Nevada,Churchill County,Grocery,4b803341f964a520bf5b30e3,Safeway,1
2020-04-01,Nevada,Washoe County,Outdoors & Recreation,4d378c493ffba143bc895356,Virginia Lake,1
2020-04-01,Nevada,Washoe County,Outdoors & Recreation,4d2c0c69ebacb1f7fb371150,Damonte Ranch Wetlands,2
2020-04-01,Nevada,Washoe County,Outdoors & Recreation,4e07a0dd1838eb15af03103f,Sparks Marina Trail Loop,3
2020-04-01,Nevada,Washoe County,Outdoors & Recreation,4b848df5f964a5207e3b31e3,Sparks Marina Park,4
2020-04-01,Nevada,Clark County,Travel & Transport,4b8b21a9f964a520589432e3,McCarran Rent-A-Car Center,1
2020-04-01,Nevada,Clark County,Travel & Transport,5279af3911d2d9a3d9d9f802,Boulder Highway & Us 95,2
2020-04-01,Nevada,Washoe County,Medical,4b45529af964a520990a26e3,Renown Regional Medical Center,1
2020-04-01,Nevada,Washoe County,Medical,4c351baa213c2d7fa1ad395d,Northern Nevada HOPES,2
2020-04-01,Nevada,Clark County,Professional & Other Places,4f398a09e4b0fb0dff160835,Parking Lot,1
2020-04-01,Nevada,Clark County,Professional & Other Places,5cf28a1d8f90d900234c64d3,Amazon LAS7,2
2020-04-01,Nevada,Clark County,Professional & Other Places,4a733ef7f964a520e4db1fe3,Nellis Air Force Base,3
2020-04-01,Nevada,Clark County,Professional & Other Places,4b15a8baf964a520efb123e3,Post Office - Winterwood,4
2020-04-01,Nevada,Clark County,Professional & Other Places,515d94d1e4b090da550e8fa3,Helping Hands of Vegas Valley,5
2020-04-01,Nevada,Clark County,Professional & Other Places,4b6da1e6f964a520ef812ce3,US Post Office,6
2020-04-01,Nevada,Clark County,Professional & Other Places,5026dc53e4b0d9e3eb82b126,Circus Circus Parking Lot,7
2020-04-01,Nevada,Clark County,Professional & Other Places,4e3043a718a8ea95b0aec5f4,Boulder Station Parking Lot,8
2020-04-01,Nevada,Clark County,Professional & Other Places,4b7e0380f964a5200bdf2fe3,US Post Office,9
2020-04-01,Nevada,Clark County,Professional & Other Places,4b983e91f964a520de3635e3,US Post Office,10
2020-04-01,Nevada,Clark County,Professional & Other Places,59405b44a0215b4f10bd2211,Amazon LAS 6,11
2020-04-01,Nevada,Clark County,Professional & Other Places,52cb07a4498ee1e3f66c269c,USPS Business Mail Entry Unit,12
2020-04-01,Nevada,Clark County,Professional & Other Places,4a75c1cef964a5202ee11fe3,Post Office,13
2020-04-01,Nevada,Clark County,Professional & Other Places,4c64cddfcdb6e21eb9a8333e,Passenger Pickup,14
2020-04-01,Nevada,Clark County,Professional & Other Places,4c36365b2c8020a1b7ef8600,Us Post Office,15
2020-04-01,Nevada,Clark County,Professional & Other Places,58e5321b076be17445c743e3,Fedex Ground,16
2020-04-01,Nevada,Clark County,Professional & Other Places,4e25e4a5d164b6b74aff9d68,THE EVIL QUEEN'S CASTLE,17
2020-04-01,Nevada,Clark County,Professional & Other Places,5d616f2fffec4e0007d61c19,Kroger Dc,18
2020-04-01,Nevada,Washoe County,Professional & Other Places,4dfb93d218a8fc7fb44088d6,Con-way Freight,1
2020-04-01,Nevada,Washoe County,Professional & Other Places,4b91f220f964a52089e033e3,US Post Office,2
2020-04-01,Nevada,White Pine County,Food,58c02cffdfa6ff12adfed61e,Love's Travel Stop,1
2020-04-01,Nevada,Douglas County,Hardware Stores,4c413146ff711b8dfab01105,The Home Depot,1
2020-04-01,Nevada,Nye County,Grocery,4bd73d3fe914a5932fcf50fa,Smith's,1
2020-04-01,Nevada,Clark County,Banks,4ca5625e97c8a1cde3c666a5,Chase Bank,1
2020-04-01,Nevada,Clark County,Banks,4c34b0f2a0ced13ae291186e,Bank of America,2
2020-04-01,Nevada,Clark County,Banks,4e0e0158ae603a50b53e3f17,Chase Bank,3
2020-04-01,Nevada,Clark County,Banks,4dcf4b331f6eb1227091c91c,Wells Fargo,4
2020-04-01,Nevada,Clark County,Banks,4c093d3effb8c9b6068f6961,Wells Fargo,5
2020-04-01,Nevada,Clark County,Banks,4bd3698d9854d13ad5c0fd4d,Chase Bank,6
2020-04-01,Nevada,Clark County,Banks,4cc21bdf1e596dcbdd88c067,Us Bank,7
2020-04-01,Nevada,Clark County,Banks,4c3638363849c928e8a7bbb1,Wells Fargo Bank,8
2020-04-01,Nevada,Clark County,Banks,4c2924e23492a593ad7cb828,Bank of America,9
2020-04-01,Nevada,Clark County,Gas Stations,5b32abaf7e4b4e0024b8885b,Flying J,1
2020-04-01,Nevada,Clark County,Gas Stations,5be46df23b8307002cea1506,Costco Gasoline,2
2020-04-01,Nevada,Clark County,Gas Stations,4b8bee5cf964a52011b332e3,Morton's Travel Plaza,3
2020-04-01,Nevada,Clark County,Gas Stations,4ba501cef964a52080cf38e3,Moapa Paiute Travel Plaza / Chevron Gas,4
2020-04-01,Nevada,Clark County,Gas Stations,56a30834498e884198dabdb4,Smith's Fuel Center,5
2020-04-01,Nevada,Clark County,Gas Stations,4dc8f0c01f6e936efe4ebbab,Petro Stopping Center,6
2020-04-01,Nevada,Clark County,Gas Stations,4c052c1df423a5931d92d216,Costco Gasoline,7
2020-04-01,Nevada,Clark County,Gas Stations,4b56911ff964a520621528e3,Pilot Travel Centers,8
2020-04-01,Nevada,Clark County,Gas Stations,5b8a5fa2bd400900396af1c9,Terrible’s Road House,9
2020-04-01,Nevada,Clark County,Gas Stations,4b6526adf964a52080e62ae3,TravelCenters of America,10
2020-04-01,Nevada,Clark County,Gas Stations,5c37e8b7cbcdee002c0777c8,Maverik,11
2020-04-01,Nevada,Clark County,Gas Stations,4b774050f964a520d68b2ee3,Terrible's,12
2020-04-01,Nevada,Clark County,Gas Stations,4ef1a03102d5677fe3436663,ARCO,13
2020-04-01,Nevada,Clark County,Gas Stations,4c88bc0b944e224bd96c1e85,ARCO,14
2020-04-01,Nevada,Clark County,Gas Stations,56997e22498e4f2234a23b55,Sam's Club Fuel Center,15
2020-04-01,Nevada,Clark County,Gas Stations,51a7a54f498eefec55ee8be2,Chevron,16
2020-04-01,Nevada,Clark County,Gas Stations,4ea87fe902d5b8174e77c0c9,Sam's Club Fuel Center,17
2020-04-01,Nevada,Clark County,Gas Stations,57d6ec7acd10ffc10980a560,Chevron,18
2020-04-01,Nevada,Clark County,Gas Stations,57032292cd10a413eeb6a16d,Terrible Herbst,19
2020-04-01,Nevada,Clark County,Gas Stations,4c65f3a9c2ead13a70abb280,Costco Gasoline,20
2020-04-01,Nevada,Clark County,Gas Stations,55cfe073498e282568c85819,ARCO,21
2020-04-01,Nevada,Clark County,Gas Stations,5ac10e3d0e5da8534730f84e,76,22
2020-04-01,Nevada,Clark County,Gas Stations,4c59fd385c57c9b6563e1c4a,Sam's Club Fuel Center,23
2020-04-01,Nevada,Clark County,Gas Stations,4e934180f790648dade4a3c3,Sam's Club Fuel Center,24
2020-04-01,Nevada,Clark County,Gas Stations,4cdae76e22bd721e9564f247,Shell,25
2020-04-01,Nevada,Clark County,Gas Stations,4aed3c4ff964a5205ccd21e3,Texaco,26
2020-04-01,Nevada,Clark County,Gas Stations,4c5f76f5b6f3be9aaa685d73,Shell,27
2020-04-01,Nevada,Clark County,Gas Stations,555692a0498e7cf64f4a3baa,Smith's Fuel Center,28
2020-04-01,Nevada,Clark County,Gas Stations,4c227b0d7e85c9283e17bc21,Sam's Club Fuel Center,29
2020-04-01,Nevada,Clark County,Gas Stations,4c6db9d910faa14314caee68,Chevron,30
2020-04-01,Nevada,Clark County,Gas Stations,4cb0c2441463a14339e29fa9,ARCO,31
2020-04-01,Nevada,Clark County,Gas Stations,5ac3eaf9a22db7732c396468,76,32
2020-04-01,Nevada,Clark County,Gas Stations,511174f03d7ca561b7bfdd39,Chevron,33
2020-04-01,Nevada,Clark County,Gas Stations,4effc9129adffb90cd00c676,Whiskey Pete's Truck Stop,34
2020-04-01,Nevada,Nye County,Arts & Entertainment,4bd5a4489649ce723d73511d,StageCoach Hotel & Casino,1
2020-04-01,Nevada,Washoe County,Convenience Store,4b85b407f964a520ea6d31e3,Quik Stop,1
2020-04-01,Nevada,Washoe County,Convenience Store,509858afe4b0c953ef6c2173,Sak' N Save Food Store,2
2020-04-01,Nevada,Storey County,Shops & Services,5ccb27c095a722002c4b4396,"Switch TAHOE RENO, The Citadel Campus",1
2020-04-01,Nevada,Clark County,Convenience Store,4cd863028f949eb0c62c75ae,7-Eleven,1
2020-04-01,Nevada,Clark County,Convenience Store,4bde41c66198c9b6f98e13ff,Circle K,2
2020-04-01,Nevada,Clark County,Convenience Store,4cd85eaf8f949eb0372a75ae,7-Eleven,3
2020-04-01,Nevada,Clark County,Convenience Store,4c2a1c433492a593c6f1b928,7-Eleven,4
2020-04-01,Nevada,Clark County,Convenience Store,4bd7eec735aad13af2db8ff3,7-Eleven,5
2020-04-01,Nevada,Clark County,Convenience Store,4c9ceb219975a1430fbe36cf,Hidden Canyon Grocery,6
2020-04-01,Nevada,Clark County,Convenience Store,4c3f2fcbca012d7f657d30be,7-Eleven,7
2020-04-01,Nevada,Clark County,Convenience Store,4be48afb2468c928caecfe42,Circle K,8
2020-04-01,Nevada,Clark County,Convenience Store,4c2f73753896e21ec3ede390,7-Eleven,9
2020-04-01,Nevada,Clark County,Convenience Store,4bb687d6941ad13aae991fe3,Speedee Mart,10
2020-04-01,Nevada,Clark County,Convenience Store,53968465498e085ff3c6b99d,7-Eleven,11
2020-04-01,Nevada,Clark County,Convenience Store,4bf6d867508c0f47e0fa3c31,Terrible Herbst,12
2020-04-01,Nevada,Clark County,Convenience Store,4cd86ac28f949eb0703175ae,7-Eleven,13
2020-04-01,Nevada,Clark County,Convenience Store,4c23a249136d20a1c886e061,Speedee Mart,14
2020-04-01,Nevada,Clark County,Convenience Store,4cd868938f949eb0333075ae,7-Eleven,15
2020-04-01,Nevada,Clark County,Convenience Store,4c1b195b63750f472a69b467,Terrible Herbst,16
2020-04-01,Nevada,Clark County,Convenience Store,5b1b76cd4c9be6002ca7fe71,Speedee Mart,17
2020-04-01,Nevada,Clark County,Convenience Store,4bd9d346d2cbc928370dd2ad,7-Eleven,18
2020-04-01,Nevada,Clark County,Convenience Store,513380a6e4b0bef190dc4d50,Speedee Mart,19
2020-04-01,Nevada,Clark County,Convenience Store,4bf38ba56a31d13a90c8942e,7-Eleven,20
2020-04-01,Nevada,Clark County,Convenience Store,4c913a047f3b8cfaa7e89a1e,7-Eleven,21
2020-04-01,Nevada,Clark County,Convenience Store,4c5b172c6407d13a8648b628,7-Eleven,22
2020-04-01,Nevada,Clark County,Convenience Store,4d0270a3fc8db1f7086a5f05,Rebel,23
2020-04-01,Nevada,Clark County,Convenience Store,4c4f69abbec4d13a99b92e62,7-Eleven,24
2020-04-01,Nevada,Clark County,Convenience Store,59195dec75eee476f7b75793,Herbst Market,25
2020-04-01,Nevada,Clark County,Convenience Store,4bfea1b0daf9c9b691fbf8ef,7-Eleven,26
2020-04-01,Nevada,Clark County,Convenience Store,4c87b7ece602b1f77f3bca7a,7-Eleven,27
2020-04-01,Nevada,Douglas County,Big Box Stores,51000ad0e4b08abe45e60ecc,Walmart Supercenter,1
2020-04-01,Nevada,Douglas County,Big Box Stores,4ba2e1aef964a520362038e3,Walmart Supercenter,2
2020-04-01,Nevada,Clark County,Colleges & Universities,414f6f00f964a520ff1c1fe3,University of Nevada Las Vegas (UNLV),1
2020-04-01,Nevada,Clark County,Medical,4ad8532df964a520031121e3,Sunrise Hospital and Medical Center,1
2020-04-01,Nevada,Clark County,Medical,4d94a982ca3f6ea8c9e0ce34,VA Hospital - Southern Nevada,2
2020-04-01,Nevada,Clark County,Medical,58c9c2d9e0adac17bbf4c89b,Henderson Hospital,3
2020-04-01,Nevada,Clark County,Medical,4b993095f964a520456835e3,UMC - University Medical Center,4
2020-04-01,Nevada,Clark County,Medical,4b9db0a7f964a52052ba36e3,Mike O'Callaghan Federal Hospital,5
2020-04-01,Nevada,Clark County,Medical,52b8b2c211d24aea2d58530a,Nevada Heart & Vascular Center,6
2020-04-01,Nevada,Clark County,Medical,4b12c8def964a5201d8e23e3,St Rose Siena Hospital,7
2020-04-01,Nevada,Clark County,Medical,4b5a64ddf964a5203cc228e3,Summerlin Hospital Medical Center,8
2020-04-01,Nevada,Clark County,Medical,4eb1a84fb803483509c15f96,Mike O'Callaghan Hospital Internal Medicine,9
2020-04-01,Nevada,Clark County,Medical,4bc0efd34cdfc9b657cf9321,The Ark Animal Clinic,10
2020-04-01,Nevada,Nye County,Drug Store,4c9d9b7f8afca09368d4f815,Albertsons Pharmacy,1
2020-04-01,Nevada,Nye County,Drug Store,4c2e4272ed37a593ca3f6503,Walgreens,2
2020-04-01,Nevada,Lyon County,Medical,55e0c634498e0f592b8f2a75,Fernley Mental Health and Developmental Services,1
2020-04-01,Nevada,Washoe County,Shops & Services,4b5de1bdf964a520d97129e3,Costco,1
2020-04-01,Nevada,Washoe County,Shops & Services,4b63b152f964a520728c2ae3,Costco,2
2020-04-01,Nevada,Washoe County,Shops & Services,4cdd5fe5901e9eb00f64c1ef,Jackson Hewitt Tax Service,3
2020-04-01,Nevada,Washoe County,Shops & Services,4bf982665ec320a11d5f8ad3,Sam's Club,4
2020-04-01,Nevada,Washoe County,Shops & Services,4fe0f270e4b0aaff311d45a8,UPS Customer Counter,5
2020-04-01,Nevada,Washoe County,Shops & Services,4bce51ac29d4b7139d75a8dc,UPS Hub,6
2020-04-01,Nevada,Washoe County,Shops & Services,4f8090c9e4b020c7be0c362b,Waste Management - Washoe County Solid Waste Transfer Station,7
2020-04-01,Nevada,Washoe County,Shops & Services,4e3441f488772aabd8b5a80a,Sierra BMW Motorcycle,8
2020-04-01,Nevada,Washoe County,Shops & Services,599b0c6cb040561b7669fb31,T-Mobile,9
2020-04-01,Nevada,Washoe County,Shops & Services,5b92496095a722002c29b58d,Clasen Quality Chocolate,10
2020-04-01,Nevada,Lyon County,Big Box Stores,4b858380f964a520bb6231e3,Walmart Supercenter,1
2020-04-01,Nevada,Nye County,Nightlife Spots,4f32d05619836c91c7fd9361,Silver Star Saloon,1
2020-04-01,Nevada,Clark County,Sports,4bbd0741078095213f19da91,Royal Links Golf Club,1
2020-04-01,Nevada,Clark County,Sports,4e6552f4aeb736031627f6e9,Eagle Crest Golf Course,2
2020-04-01,Nevada,Clark County,Sports,4b7c16b7f964a520387c2fe3,TPC Summerlin,3
2020-04-01,Nevada,Clark County,Sports,4ee4332dd3e34ebcefa9fea9,Southern Highlands Country Club,4
2020-04-01,Nevada,Clark County,Sports,4b9abacff964a520a2d035e3,The Revere Golf Club,5
2020-04-01,Nevada,Clark County,Sports,5944122fbd400978c6082320,The Club at Sunrise,6
2020-04-01,Nevada,Clark County,Sports,4b1ffcaaf964a520bd2b24e3,Tuscany Golf Club,7
2020-04-01,Nevada,Clark County,Sports,4ae34b69f964a520f59221e3,Kellogg-Zaher Soccer Complex,8
2020-04-01,Nevada,Clark County,Sports,4baa79ddf964a520766d3ae3,Shadow Creek Golf Course,9
2020-04-01,Nevada,Clark County,Sports,4ac8f4bbf964a52094bd20e3,Las Vegas National Golf Club,10
2020-04-01,Nevada,Clark County,Sports,55a940d2498e4f795f8525b9,Chimera Golf Club,11
2020-04-01,Nevada,Clark County,Sports,4ba961dcf964a5206b233ae3,18th Hole @ TPC summerlin,12
2020-04-01,Nevada,Douglas County,Food,5a24894bd41bb773bf25fcdf,Little Cesar’s Pizza,1
2020-04-01,Nevada,Elko County,Professional & Other Places,4d409cee90f9224b2700081e,Spring Creek Post office,1
2020-04-01,Nevada,Elko County,Medical,542ed234498ed5e70b6507fc,Elko Veterinary Clinic,1
2020-04-01,Nevada,Douglas County,Convenience Store,4cd85f048f949eb06b2a75ae,7-Eleven,1
2020-04-01,Nevada,Douglas County,Shops & Services,56d75d67498e79d376ae55da,Wa She Shu Travel Plaza,1
2020-04-01,Nevada,Washoe County,Sports,586d59ffd7b47375f4f1c49c,The Golf Shop at Red Hawk,1
2020-04-01,Nevada,Washoe County,Sports,4c0ec0d77189c9288103d9b6,Lakeridge Golf Course,2
2020-04-01,Nevada,Washoe County,Travel & Transport,5807b56438fae340d0fd6c60,Quality Bike Products,1
2020-04-01,Nevada,Clark County,Outdoors & Recreation,4b92f2f3f964a520a22934e3,Red Rock Canyon National Conservation Area,1
2020-04-01,Nevada,Clark County,Outdoors & Recreation,44c14e26f964a520ba351fe3,Sunset Park,2
2020-04-01,Nevada,Clark County,Outdoors & Recreation,4ce30f9047d5a143e8d0071d,Lone Mountain,3
2020-04-01,Nevada,Clark County,Outdoors & Recreation,526abc3f498e9a2bccf233e4,Craig Ranch Regional Park,4
2020-04-01,Nevada,Clark County,Outdoors & Recreation,50708776e4b0fee14a4087d4,Cornerstone Park,5
2020-04-01,Nevada,Clark County,Outdoors & Recreation,4ed689dd2c5b3d826ed5c8b6,Sloan Canyon National Conversation Area,6
2020-04-01,Nevada,Clark County,Outdoors & Recreation,513d398de4b0242788928190,Lake Las Vegas,7
2020-04-01,Nevada,Clark County,Outdoors & Recreation,4b7efe50f964a520ee0e30e3,Wetlands Park,8
2020-04-01,Nevada,Clark County,Outdoors & Recreation,583c8addba883710b2de36c2,Inspirada Overlook,9
2020-04-01,Nevada,Clark County,Outdoors & Recreation,4c68b738c946e21e0f8be88e,The Mesa Park,10
2020-04-01,Nevada,Clark County,Outdoors & Recreation,4bb9054953649c74149f47fb,Mountain Crest Park,11
2020-04-01,Nevada,Clark County,Outdoors & Recreation,50e8850fe4b0f0d9e1f5b043,Weston Hills Park,12
2020-04-01,Nevada,Clark County,Outdoors & Recreation,507f3dfae4b0105cdb296bd7,Lone Mountain Regional Park,13
2020-04-01,Nevada,Clark County,Outdoors & Recreation,4a74c6ecf964a5208edf1fe3,Seastrand Park,14
2020-04-01,Nevada,Clark County,Outdoors & Recreation,55fd8976498e014e807cb317,Aventura Park,15
2020-04-01,Nevada,Clark County,Outdoors & Recreation,4f34bd74e4b0d605a49a66e9,Charlie Frias Park,16
2020-04-01,Nevada,Clark County,Outdoors & Recreation,4b64d329f964a520e7d22ae3,Exploration Peak Park,17
2020-04-01,Nevada,Clark County,Outdoors & Recreation,56b35ed6498ea78eadd01632,Skye Canyon Park,18
2020-04-01,Nevada,Clark County,Outdoors & Recreation,56c9e9f9498e757a77751bad,Paradise Park,19
2020-04-01,Nevada,Clark County,Outdoors & Recreation,4ed897dd8b8173160a166ba1,Best View In Vegas,20
2020-04-01,Nevada,Clark County,Outdoors & Recreation,4b8712e0f964a52015af31e3,Floyd Lamb Park at Tule Springs,21
2020-04-01,Nevada,Clark County,Outdoors & Recreation,511bf6a8e4b0dd11d2c710c2,Sunrise Mountain,22
2020-04-01,Nevada,Clark County,Outdoors & Recreation,4c7c2a37794e224b93796d28,Highland Gardens Park,23
2020-04-01,Nevada,Clark County,Outdoors & Recreation,5457e8d8498e7003887f7a08,Mountain's Edge Regional Park,24
2020-04-01,Nevada,Clark County,Outdoors & Recreation,5a3dfcc7b2958f59899ee545,Fox Hill Park,25
2020-04-01,Nevada,Clark County,Outdoors & Recreation,4c094f07009a0f478f8ae7bf,Desert Sportsmans Rifle And Pistol Club,26
2020-04-01,Nevada,Clark County,Outdoors & Recreation,55bfc40d498eca580c2e940c,Huckleberry Park,27
2020-04-01,Nevada,Clark County,Outdoors & Recreation,4ab955c1f964a520fc7e20e3,Desert Breeze Park,28
2020-04-01,Nevada,Clark County,Outdoors & Recreation,4dfa3ac4d4c064db03ab7805,WHITNEY RANCH RECREATION CENTER,29
2020-04-01,Nevada,Clark County,Outdoors & Recreation,4d6dbab6ffedf04d196459c5,Hayley Hendricks Parks,30
2020-04-01,Nevada,Clark County,Outdoors & Recreation,4a74cfe1f964a520aadf1fe3,W. Wayne Bunker Family Park,31
2020-04-01,Nevada,Clark County,Outdoors & Recreation,4cb730d9f6616dcb9704e508,Spring Mountain Ranch Park,32
2020-04-01,Nevada,Clark County,Outdoors & Recreation,4f9d9103e4b05baf79460aef,Douglas A. Selby Park and Trailhead,33
2020-04-01,Nevada,Clark County,Outdoors & Recreation,509bd668e4b059228d501cb9,Neighborhood Park,34
2020-04-01,Nevada,Clark County,Outdoors & Recreation,568d5799498edab9f83386fb,Red Rock Canyon Overlook,35
2020-04-01,Nevada,Clark County,Outdoors & Recreation,4baba875f964a5209abd3ae3,Red Ridge Park,36
2020-04-01,Nevada,Clark County,Outdoors & Recreation,570eda23498e1ca3c9b56b25,Lone Mountain Equestrian Park and Trail,37
2020-04-01,Nevada,Clark County,Outdoors & Recreation,507d7c76e4b086cfd782f3ea,City Of North Las Vegas Lower Las Vegas Wash Regional Trail,38
2020-04-01,Nevada,Washoe County,Colleges & Universities,4b55e604f964a52043f527e3,"University of Nevada, Reno",1
2020-04-01,Nevada,Elko County,Hotel,4b5504f6f964a52012d827e3,Hilton Garden Inn,1
2020-04-01,Nevada,Elko County,Outdoors & Recreation,515231d6e4b0f32de4b36e1f,Southside Park,1
2020-04-01,Nevada,Nye County,Food,4bb29a74eb3e9521914aca0a,My Thai,1
2020-04-01,Nevada,Washoe County,Nightlife Spots,5bc3b5021cf2e1002cc2754a,Final Draught,1
2020-04-01,Nevada,Washoe County,Nightlife Spots,4c53a67c8f1095216627815a,Sneakers Bar and Grill,2
2020-04-01,Nevada,Elko County,Nightlife Spots,4e45e6fa7d8b91a0658898db,Peacock Lounge,1
2020-04-01,Nevada,Washoe County,School,4bb361d2715eef3bea3a86bb,North Valleys High School,1
2020-04-01,Nevada,Washoe County,School,4c58d29c6407d13a2fecb028,Bud Beasly Elementary School,2
2020-04-01,Nevada,Nye County,Shops & Services,4b9be85bf964a520643436e3,Star nursery,1
2020-04-01,Nevada,Elko County,Convenience Store,56d5d4b8cd10fbda6aed1762,Maverik,1
2020-04-01,Nevada,Elko County,Convenience Store,5bb558f5666116002c4c1bac,Dino Mart,2
2020-04-01,Nevada,Washoe County,Food,5201b65c498e93733ac44f08,Costco Food Court,1
2020-04-01,Nevada,Washoe County,Food,5a7636fe4febd56f153b2e0e,HōKūLiA,2
2020-04-01,Nevada,Washoe County,Food,514ca139b0b9ef48f308cfc8,Buffalo Wild Wings,3
2020-04-01,Nevada,Lyon County,Hardware Stores,4c2fe8073896e21ef7d3e490,Lowe's,1
2020-04-01,Nevada,Elko County,Gas Stations,4b68b8d7f964a5202a892be3,Pilot Travel Centers,1
2020-04-01,Nevada,Elko County,Gas Stations,58ffb02ada5ede037ece68d7,Petro Stopping Center,2
2020-04-01,Nevada,Elko County,Gas Stations,5696bc75498e188023b5281f,Flying J,3
2020-04-01,Nevada,Elko County,Gas Stations,5934fa6fa795bd7b17665247,Conoco Golden Gate,4
2020-04-01,Nevada,Elko County,Gas Stations,4b549369f964a520c9c027e3,Pilot Travel Centers,5
2020-04-01,Nevada,Elko County,Gas Stations,4bc8ad3c0050b7135be6ba3b,Maverik Adventures First Stop,6
2020-04-01,Nevada,Lyon County,Professional & Other Places,5137848ee4b071feb41dfafb,Agru-America,1
2020-04-01,Nevada,Humboldt County,Big Box Stores,4b8c3c28f964a520aec532e3,Walmart Supercenter,1
2020-04-01,Nevada,Elko County,Food,4b785a74f964a520c5c72ee3,Love's Travel Stop,1
2020-04-01,Nevada,Elko County,Food,4d3f9222cb84b60c9e987eab,Muley's Bar and Family Grill,2
2020-04-01,Nevada,Clark County,Airport,4a677f82f964a52091c91fe3,McCarran International Airport (LAS),1
2020-04-01,Nevada,Clark County,Airport,4c1048dcf1b6a593cac07b27,Terminal 1,2
2020-04-01,Nevada,Clark County,Airport,4ec120df61af06192bd45c26,Concourse C,3
2020-04-01,Nevada,Clark County,Airport,4b6da618f964a52023832ce3,Concourse D,4
2020-04-01,Nevada,Clark County,Airport,4d7a8150e540f04dcd4214dc,Terminal 3,5
2020-04-01,Nevada,Clark County,Airport,4b7f43c8f964a520832330e3,Henderson Executive Airport (HND),6
2020-04-01,Nevada,Clark County,Airport,4decfa251f6e3ddebe0b9337,Concourse A,7
2020-04-01,Nevada,Churchill County,Professional & Other Places,51760940498e9c3d9d7b4c18,Topgun,1
2020-04-01,Nevada,Elko County,Hardware Stores,4bcb370a937ca593b20ca992,The Home Depot,1
2020-04-01,Nevada,Washoe County,Hardware Stores,4b65e6bcf964a52019072be3,Lowe's,1
2020-04-01,Nevada,Washoe County,Hardware Stores,4bd63e6e5631c9b648aba530,The Home Depot,2
2020-04-01,Nevada,Washoe County,Hardware Stores,4f0348835c5c51dd31a0a229,Lowe's,3
2020-04-01,Nevada,Washoe County,Hardware Stores,4bd38e44a8b3a593a9546a5f,The Home Depot,4
2020-04-01,Nevada,Washoe County,Hardware Stores,4b6de7d2f964a520ae9a2ce3,The Home Depot,5
2020-04-01,Nevada,Washoe County,Hardware Stores,4bc9fc4ab6c49c74c46f8f91,The Home Depot,6
2020-04-01,Nevada,Elko County,Big Box Stores,4b9bdeedf964a520a42f36e3,Walmart Supercenter,1
2020-04-01,Nevada,Washoe County,Hotel,4be438a6477d9c747489e62d,Sherwin-Williams,1
2020-04-01,Nevada,Nye County,Professional & Other Places,4e3d92a31f6e844231e73da8,Sanders Family Winery,1
2020-04-01,Nevada,Clark County,Bus,4cc08dc400d837046d594b5c,Bonneville Transit Center (RTC),1
2020-04-01,Nevada,Clark County,Bus,4b621cb9f964a52035362ae3,South Strip Transit Terminal,2
2020-04-01,Nevada,Nye County,Big Box Stores,4b7495c5f964a520dce52de3,Walmart Supercenter,1
2020-04-01,Nevada,Washoe County,Residences,570a3cc7498e3d3dfe209d28,Village at Iron Blossom,1
2020-04-01,Nevada,Nye County,Gas Stations,4f42b332d4f2dd374e487c4e,Shell,1
